,region,mag_total,mag_x,mag_y,mag_z,mag_variability
36,solar_wind,16.61617591384973,-8.922,-13.917,-1.677,0.8266254205766899
37,solar_wind,16.358455122657517,-8.083,-13.634,-4.047,1.1307186775304636
38,solar_wind,15.17715632126124,-9.119,-11.372,-4.227,2.3433658561159234
39,solar_wind,15.949780092527924,-9.768,-12.315,-2.706,1.5969008082502505
40,solar_wind,16.3014969251293,-9.956,-12.375,-3.671,1.275469337837798
41,solar_wind,17.284921087468117,-12.238,-11.878,-2.813,0.31660280752320347
42,solar_wind,18.888887897385597,-10.282,-15.679,-2.289,1.2301159981151528
43,solar_wind,18.44250053544801,-10.104,-15.109,-3.123,0.7301773444984079
44,solar_wind,17.977218194147834,-10.251,-14.178,-4.133,0.15767578112619418
45,solar_wind,17.282533784141723,-9.966,-13.993,-1.887,0.6831015040761805
46,solar_wind,17.587360831005885,-9.346,-14.668,-2.611,0.437165620846379
